Location,Frequency,Name,Tone Mode,cToneFreq,rToneFreq,DTCS Code,DTCS Pol,Duplex,Offset,Mode,Tune Step,Skip,Comment,URCALL,RPT1CALL,RPT2CALL
197,448.225,N8ADN,TSQL,107.2,107.2,023,NN,-,5.0,FM,5,"","Centreville, MD - 52.8mi ESE of 20009","","",""
198,146.94,N8ADN,TSQL,107.2,107.2,023,NN,-,0.6,FM,5,"","Centerville, MD - 52.8mi ESE of 20009","","",""
199,443.1625,N8RAT,TSQL,88.5,88.5,023,NN,+,5.0,FM,5,"","Linden,WINC-FMTower, VA - 53.2mi W of 20009","","",""
200,224.28,K8EP,TSQL,100.0,100.0,023,NN,-,1.6,FM,5,"","Linden,AtopBlueMountainatWINC-FMtower, VA - 53.4mi W of 20009","","",""
201,443.05,WA3UMY,(None),88.5,88.5,023,NN,+,5.0,FM,5,"","LexingtonPark, MD - 55.5mi SE of 20009","","",""
202,147.045,K3EMD,TSQL,156.7,156.7,023,NN,+,0.6,FM,5,"","Trappe, MD - 55.7mi SE of 20009","","",""
203,449.375,W3EHT,(None),88.5,88.5,023,NN,-,5.0,FM,5,"","Shawsville, MD - 55.9mi NNE of 20009","","",""
204,145.33,K3HT,(None),88.5,88.5,023,NN,-,0.6,FM,5,"","Shawsville, MD - 55.9mi NNE of 20009","","",""
205,53.93,N3UR,(None),88.5,88.5,023,NN,-,1.0,FM,5,"","Jarrettsville, MD - 56.0mi NNE of 20009","","",""
206,147.375,K3ARS,TSQL,156.7,156.7,023,NN,+,0.6,FM,5,"","Worton, MD - 56.6mi E of 20009","","",""
207,449.175,K3ARS,TSQL,156.7,156.7,023,NN,-,5.0,FM,5,"","Chestertown, MD - 56.7mi E of 20009","","",""
208,146.64,K3HKI,TSQL,146.2,146.2,023,NN,-,0.6,FM,5,"","LexingtonPark, MD - 57.5mi SE of 20009","","",""
209,146.775,AE4ML,TSQL,156.7,156.7,023,NN,-,0.6,FM,5,"","Spotsylvania, VA - 58.1mi SSW of 20009","","",""
210,442.7,KD4QNA,TSQL,114.8,114.8,023,NN,+,5.0,FM,5,"","Spotsylvania, VA - 58.1mi SSW of 20009","","",""
211,442.4,AE4ML,TSQL,156.7,156.7,023,NN,+,5.0,FM,5,"","Spotsylvania,MastinCorner, VA - 58.1mi SSW of 20009","","",""
212,145.12,KC3FHC,(None),88.5,88.5,023,NN,-,0.6,FM,5,"","BelAir, MD - 58.7mi NE of 20009","","",""
213,146.775,KC3FHC,TSQL,146.2,146.2,023,NN,-,0.6,FM,5,"","BelAir, MD - 58.7mi NE of 20009","","",""
214,447.9875,KC3FHC,(None),88.5,88.5,023,NN,-,5.0,FM,5,"","BelAir, MD - 58.7mi NE of 20009","","",""
215,449.775,KC3FHC,TSQL,162.2,162.2,023,NN,-,5.0,FM,5,"","BelAir, MD - 58.7mi NE of 20009","","",""
216,1282.3,KC3FHC,(None),88.5,88.5,023,NN,-,12.0,FM,5,"","BelAir, MD - 58.7mi NE of 20009","","",""
217,53.91,KA4DCS,TSQL,100.0,100.0,023,NN,-,1.0,FM,5,"","Culpeper, VA - 60.3mi WSW of 20009","","",""
218,447.125,N3JDR,TSQL,123.0,123.0,023,NN,-,5.0,FM,5,"","Hagerstown, MD - 60.7mi NW of 20009","","",""
219,147.09,W3CWC,TSQL,100.0,100.0,023,NN,+,0.6,FM,5,"","Hagerstown, MD - 61.9mi NW of 20009","","",""
220,146.94,W3CWC,TSQL,100.0,100.0,023,NN,-,0.6,FM,5,"","Hagerstown, MD - 61.9mi NW of 20009","","",""
221,447.975,W3CWC,TSQL,100.0,100.0,023,NN,-,5.0,FM,5,"","Hagerstown, MD - 61.9mi NW of 20009","","",""
222,145.15,W8ORS,TSQL,179.9,179.9,023,NN,-,0.6,FM,5,"","Martinsburg, WV - 62.0mi NW of 20009","","",""
223,147.255,WB8YZV,TSQL,123.0,123.0,023,NN,+,0.6,FM,5,"","Martinsburg, WV - 62.0mi NW of 20009","","",""
224,146.85,WA3SFJ,TSQL,107.2,107.2,023,NN,-,0.6,FM,5,"","PortDeposit, MD - 68.4mi NE of 20009","","",""
225,449.825,WA3SFJ,TSQL,167.9,167.9,023,NN,-,5.0,FM,5,"","PortDeposit, MD - 68.4mi NE of 20009","","",""
